,food,green,wood,paper_cardboard,textiles,total
2002-02-01,237779.9258189917,58378.08542796122,77252.5562498038,168733.11802581488,21755.50280193005,563899.1883245017
2002-03-01,262248.5301065699,64410.148712934286,85300.28269730812,186382.23797297972,24040.30060636527,622381.5000961573
2002-04-01,255068.33704048116,62658.009003517975,83010.96329790744,181415.09363725787,23404.233445452337,605556.6364246167
2002-05-01,265004.1650980814,65109.1442914036,86286.85477853141,188606.72023815894,24336.298078029802,629343.1824842051
2002-06-01,257723.78006452008,63331.87594557235,83962.87660328716,183562.34036708873,23690.0750428463,612270.9480233146
2002-07-01,267736.86948998086,65802.9027577715,87267.67293348329,190820.07753158448,24631.061427855682,636258.5841406758
2002-08-01,269116.8098187462,66153.45588480793,87763.90939360549,191940.6204280096,24780.384499862295,639755.1800250316
2002-09-01,263972.63415982726,64885.26032649911,86073.7518191498,188238.10090302775,24301.778495945582,627471.5257044496
2002-10-01,274096.1103060697,67384.82045808353,89420.31687587424,195591.69664206397,25255.74320614169,651748.6874882332
2002-11-01,266572.99940736394,65546.53489675588,87011.80106836147,190358.51393216912,24584.640234992024,634074.4895396425
2002-12-01,276772.13440756896,68065.61484504491,90386.84999256262,197777.39406468585,25547.43368960896,658549.4269994713
2003-01-01,278123.4503126007,68409.61680595687,90875.85870109707,198883.9332040404,25695.20004054135,661988.0590642365
2003-02-01,252423.64896001143,62098.85750995486,82521.79504203488,180634.01235066308,23341.75107316226,601020.0649358265
2003-03-01,278399.15701837814,68515.37897821733,91118.44044374613,199527.94015698004,25793.139215701674,663354.0558130234
2003-04-01,270631.7442765358,66615.6577362228,88624.7262221179,194104.36811149196,25096.93097171487,645073.4273180834
2003-05-01,281020.3970118803,69183.61677829205,92071.07962605047,201686.67878024827,26081.82846140311,670043.6006578743
2003-06-01,273157.6787622418,67259.87263081141,89543.89870846794,196188.1538633189,25375.715093341685,651525.3190581817
2003-07-01,283619.82475341024,69846.8479139798,93018.1627869322,203834.62122564466,26369.31405593583,676688.7707359027
2003-08-01,284932.45992534317,70181.97491248345,93497.33070672475,204922.04598737622,26514.950233122057,680048.7617650498
2003-09-01,279213.24399225146,68768.95556264395,91605.75514377121,200768.80254862932,25976.830100919135,666333.587348215
2003-10-01,289780.15287345473,71383.15645399115,95120.29949338631,208508.20013172872,26983.076899749314,691774.8858523102
2003-11-01,281686.7868112053,69401.13217012976,92511.54041565285,202826.54764643073,26252.707936505325,672678.714979924
2003-12-01,292325.66458796547,72033.99395070225,96053.5889370034,210629.300169724,27267.565496585765,698310.113141981
2004-01-01,292808.85525667295,72165.14531223658,96262.04606068632,211124.711172349,27336.78807779303,699697.5458797379
2004-02-01,275115.26354837447,67815.67377371862,90491.53695952965,198504.4051720869,25707.439893248877,657634.3193469584
2004-03-01,292925.9292586836,72234.59928319248,96464.44381082832,211690.5667229502,27425.98550867534,700741.5245843299
2004-04-01,287063.41354685585,70782.9770502741,94512.64461137395,207395.71694084886,26868.302803742183,686623.054953095
2004-05-01,295418.9760857463,72873.11899002019,97383.28668590536,213782.56579539573,27707.077885548733,707165.0254426163
2004-06-01,289465.9529488471,71398.5721507564,95399.23822701126,209415.13627516577,27139.756659120743,692818.6562609014
2004-07-01,297891.4462670642,73506.89192352166,98296.80889873224,215864.17409992125,27987.005991475045,713546.3271807145
2004-08-01,299133.18129435903,73825.50830483489,98756.95319315026,216913.66665435073,28128.267314457284,716757.5767611522
2004-09-01,292953.76828224596,72294.87619714462,96697.23318584677,212379.2409570161,27539.182347751004,701864.3009700044
2004-10-01,301480.7815356656,74429.66282332844,99634.2279891925,220469.1432278243,28398.900957271922,724412.7165332828
2004-11-01,295293.78196404426,72895.92472751922,97567.07630379703,214365.24277769245,27806.776938661213,707928.8027117142
2004-12-01,303888.90605896246,75048.45964281877,100530.49093977889,222516.3049106261,28674.849320153568,730659.0108723397
2005-01-01,308377.4170243459,76150.29257343523,101991.58765118834,224165.19055028842,29088.510973419674,739772.9987726775
2005-02-01,279627.9168850466,69062.30371056177,92530.16610260226,203406.66599241493,26399.683083510005,671026.7357741356
2005-03-01,308402.86423374957,76198.34086447307,102169.42596771219,224682.5642165193,29172.220151310517,740625.4154337647
2005-04-01,299538.2216240353,74020.90373712487,99285.5750108172,218381.5378703588,28359.56187359411,719585.8001159301
2005-05-01,310761.138103425,76805.82931425824,103053.59970506775,226706.9516100903,29445.74606810613,746773.2648009474
2005-06-01,301810.6975359992,74606.54165337472,100138.6760042756,220335.61660920747,28623.700781348445,725515.2325842055
2005-07-01,313099.6755213931,77408.7420411149,103932.59307439926,228721.17161278104,29718.12704432054,752880.3092940089
2005-08-01,314287.38772109395,77715.02326000224,104379.36490302676,229745.26752125777,29856.66027164675,755983.7036770275
2005-09-01,307500.8577279276,76031.19356621827,102105.49797879327,224730.14496832257,29203.883798600335,739571.578039862
2005-10-01,318890.80807940336,78859.76464669865,105938.86704225307,233207.27698586942,30310.85412555832,767207.5708797828
2005-11-01,309739.0094495293,76608.95902189816,102950.04621864119,226668.0557739958,29466.30686573716,745432.3773298017
2005-12-01,321194.07988150575,79454.58485739316,106809.05999122662,235204.85321041575,30581.468000676785,773244.0459412182
2006-01-01,322357.15462125454,79755.1421847901,107249.32447782399,236216.15062156497,30718.556988188422,776296.328893622
2006-02-01,292207.3684182351,72307.33819275355,97266.83551402828,214267.62865491008,27869.353088519885,703918.5238684468
2006-03-01,322276.7968744588,79778.67673955922,107399.53432207955,236679.56013090233,30796.23725789109,776930.805324891
